name,city,country,iata,icao,latitude,longitude,continent
Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.726898193400004,-5.91689014435,Africa
Ziguinchor Airport,Ziguinchor,Senegal,ZIG,GOGG,12.5556,-16.281799,Africa
Cap Skirring Airport,Cap Skiring,Senegal,CSK,GOGS,12.39533,-16.748,Africa
Kaolack Airport,Kaolack,Senegal,KLC,GOOK,14.146900177001953,-16.051300048828125,Africa
Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.739700317382812,-17.49020004272461,Africa
Saint Louis Airport,St. Louis,Senegal,XLS,GOSS,16.050800323486328,-16.463199615478516,Africa
Bakel Airport,Bakel,Senegal,BXE,GOTB,14.847299575805664,-12.468299865722656,Africa
Kédougou Airport,Kedougou,Senegal,KGG,GOTK,12.57229995727539,-12.22029972076416,Africa
Tambacounda Airport,Tambacounda,Senegal,TUD,GOTT,13.736800193786621,-13.65310001373291,Africa
Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,GQNA,16.711299896240234,-9.637880325317383,Africa
Tidjikja Airport,Tidjikja,Mauritania,TIY,GQND,18.570100784301758,-11.423500061035156,Africa
Kiffa Airport,Kiffa,Mauritania,KFA,GQNF,16.59000015258789,-11.406200408935547,Africa
Néma Airport,Nema,Mauritania,EMN,GQNI,16.621999740600586,-7.3165998458862305,Africa
Kaédi Airport,Kaedi,Mauritania,KED,GQNK,16.159500122070312,-13.507599830627441,Africa
Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC,GQNO,18.31,-15.9697222,Africa
Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,15.179699897766113,-12.207300186157227,Africa
Atar International Airport,Atar,Mauritania,ATR,GQPA,20.506799697875977,-13.04319953918457,Africa
Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,20.9330997467041,-17.030000686645508,Africa
Bir Moghrein Airport,Bir Moghrein,Mauritania,\N,GQPT,25.2367000579834,-11.588700294494629,Africa
Fria Airport,Fira,Guinea,FIG,GUFA,10.350600242615,-13.569199562073,Africa
Faranah Airport,Faranah,Guinea,FAA,GUFH,10.0354995728,-10.7698001862,Africa
Tata Airport,Labe,Guinea,LEK,GULB,11.326100349426,-12.286800384521,Africa
Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,16.7414,-22.9494,Atlantic
Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.136499404907227,-22.888900756835938,Atlantic
Maio Airport,Maio,Cape Verde,MMO,GVMA,15.155900001525879,-23.213699340820312,Atlantic
Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,16.58839988708496,-24.284700393676758,Atlantic
São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.833200454711914,-25.055299758911133,Atlantic
Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.799301147499996,Africa
Lideta Army Airport,Addis Ababa,Ethiopia,\N,HAAL,9.003685,38.725498,Africa
Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.0393900871276855,37.59049987792969,Africa
Axum Airport,Axum,Ethiopia,AXU,HAAX,14.14680004119873,38.77280044555664,Africa
Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.608099937438965,37.32160186767578,Africa
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,9.624699592590332,41.85419845581055,Africa
Gambella Airport,Gambella,Ethiopia,GMB,HAGM,8.12876033782959,34.5630989074707,Africa
Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,12.51990032196045,37.433998107910156,Africa
Jimma Airport,Jimma,Ethiopia,JIM,HAJM,7.66609001159668,36.81660079956055,Africa
Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.975000381469727,38.97999954223633,Africa
Mekele Airport,Makale,Ethiopia,MQX,HAMK,13.467399597167969,39.53350067138672,Africa
Asosa Airport,Asosa,Ethiopia,ASO,HASO,10.018500328063965,34.586299896240234,Africa
Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,-3.3240199089050293,29.318500518798828,Africa
Egal International Airport,Hargeisa,Somalia,HGA,HCMH,9.518170356750488,44.08879852294922,Africa
Berbera Airport,Berbera,Somalia,BBO,HCMI,10.389200210571289,44.94110107421875,Africa
Kisimayu Airport,Kismayu,Somalia,KMU,HCMK,-0.3773530125617981,42.45920181274414,Africa
El Nouzha Airport,Alexandria,Egypt,ALY,HEAX,31.183900833129883,29.94890022277832,Africa
Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,22.375999450699997,31.611700058,Africa
Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190055847168,31.40559959411621,Africa
Cairo West Airport,Cairo,Egypt,CWE,HECW,30.116399765,30.915399551399997,Africa
Hurghada International Airport,Hurghada,Egypt,HRG,HEGN,27.178300857543945,33.799400329589844,Africa
El Gora Airport,El Gorah,Egypt,EGH,HEGR,31.068559,34.129629,Africa
Luxor International Airport,Luxor,Egypt,LXR,HELX,25.671,32.7066,Africa
Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,HEMM,31.3253993988,27.221700668300002,Africa
Port Said Airport,Port Said,Egypt,PSD,HEPS,31.279399871826172,32.2400016784668,Africa
St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,28.685300827,34.0625,Africa
Aswan International Airport,Aswan,Egypt,ASW,HESN,23.9643993378,32.8199996948,Africa
El Tor Airport,El-tor,Egypt,ELT,HETR,28.208999633789062,33.64550018310547,Africa
Eldoret International Airport,Eldoret,Kenya,EDL,HKEL,0.4044579863548279,35.23889923095703,Africa
Kakamega Airport,Kakamega,Kenya,GGM,HKKG,0.271342009306,34.7873001099,Africa
Kisumu Airport,Kisumu,Kenya,KIS,HKKI,-0.0861390009522438,34.72890090942383,Africa
Kitale Airport,Kitale,Kenya,KTL,HKKT,0.9719889760017395,34.95859909057617,Africa
Lodwar Airport,Lodwar,Kenya,LOK,HKLO,3.1219699382781982,35.608699798583984,Africa
Manda Airstrip,Lamu,Kenya,LAU,HKLU,-2.252419948577881,40.91310119628906,Africa
Mombasa Moi International Airport,Mombasa,Kenya,MBA,HKMO,-4.034830093383789,39.594200134277344,Africa
Naivasha Airport,Naivasha,Kenya,\N,HKNV,-0.787953,36.433494,Africa
Nairobi Wilson Airport,Nairobi,Kenya,WIL,HKNW,-1.321720004081726,36.81480026245117,Africa
Moi Air Base,Nairobi,Kenya,\N,HKRE,-1.2772699594499999,36.8623008728,Africa
Wajir Airport,Wajir,Kenya,WJR,HKWJ,1.73324,40.091599,Africa
Bu Attifel Airport,Buattifel,Libya,\N,HLFL,28.795400619506836,22.080900192260742,Africa
Warehouse 59e Airport,Giallo,Libya,\N,HLGL,28.638500213623047,21.437999725341797,Africa
Ghat Airport,Ghat,Libya,GHT,HLGT,25.1455993652,10.142600059500001,Africa
Kufra Airport,Kufra,Libya,AKF,HLKF,24.178699493408203,23.31399917602539,Africa
Benina International Airport,Benghazi,Libya,BEN,HLLB,32.096801757799994,20.2695007324,Africa
Sabha Airport,Sebha,Libya,SEB,HLLS,26.98699951171875,14.47249984741211,Africa
Tripoli International Airport,Tripoli,Libya,TIP,HLLT,32.6635017395,13.1590003967,Africa
Marsa Brega Airport,Marsa Brega,Libya,LMQ,HLMB,30.37809944152832,19.576400756835938,Africa
Ras Lanuf Oil Airport,Ras Lanouf V 40,Libya,\N,HLNF,30.5,18.52720069885254,Africa
Hon Airport,Hon,Libya,HUQ,HLON,29.11009979248047,15.96560001373291,Africa
Dahra Airport,Dahra,Libya,\N,HLRA,29.47260093688965,17.934900283813477,Africa
Ghadames East Airport,Ghadames,Libya,LTD,HLTD,30.15169906616211,9.715310096740723,Africa
Zella 74 Airport,Zella 74,Libya,\N,HLZA,28.58989906311035,17.293899536132812,Africa
Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,-1.6771999597549438,29.258899688720703,Africa
Kigali International Airport,Kigali,Rwanda,KGL,HRYR,-1.96863,30.1395,Africa
Kamembe Airport,Kamembe,Rwanda,KME,HRZA,-2.462239980697632,28.907899856567383,Africa
Dongola Airport,Dongola,Sudan,DOG,HSDN,19.153900146499996,30.430099487299998,Africa
Damazin Airport,Damazin,Sudan,RSS,HSDZ,11.7859,34.3367,Africa
El Fasher Airport,El Fasher,Sudan,ELF,HSFS,13.614899635314941,25.324600219726562,Africa
Kassala Airport,Kassala,Sudan,KSL,HSKA,15.387499809265137,36.328800201416016,Africa
Kadugli Airport,Kadugli,Sudan,KDX,HSLI,11.137999534600002,29.7010993958,Africa
El Obeid Airport,El Obeid,Sudan,EBD,HSOB,13.153200149536133,30.23270034790039,Africa
Juba International Airport,Juba,South Sudan,JUB,HSSJ,4.87201023102,31.6011009216,Africa
Malakal Airport,Malakal,Sudan,MAK,HSSM,9.55897045135498,31.65220069885254,Africa
Khartoum International Airport,Khartoum,Sudan,KRT,HSSS,15.589500427246094,32.553199768066406,Africa
Arusha Airport,Arusha,Tanzania,ARK,HTAR,-3.3677899837493896,36.63330078125,Africa
Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,HTDA,-6.87811,39.202599,Africa
Dodoma Airport,Dodoma,Tanzania,DOD,HTDO,-6.170440196990967,35.752601623535156,Africa
Iringa Airport,Iringa,Tanzania,IRI,HTIR,-7.668630123138428,35.75210189819336,Africa
Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,-3.42940998077,37.0745010376,Africa
Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,-3.376310110092163,35.81829833984375,Africa
Mtwara Airport,Mtwara,Tanzania,MYW,HTMT,-10.339099884033203,40.181800842285156,Africa
Mwanza Airport,Mwanza,Tanzania,MWZ,HTMW,-2.4444899559020996,32.932701110839844,Africa
Pemba Airport,Pemba,Tanzania,PMA,HTPE,-5.257259845733643,39.8114013671875,Africa
Tanga Airport,Tanga,Tanzania,TGT,HTTG,-5.092360019683838,39.07120132446289,Africa
Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ,HTZA,-6.22202,39.224899,Africa
Entebbe International Airport,Entebbe,Uganda,EBB,HUEN,0.042386,32.443501,Africa
Soroti Airport,Soroti,Uganda,SRT,HUSO,1.7276899814605713,33.622798919677734,Africa
Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,Europe
Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,42.56959915161133,27.515199661254883,Europe
Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,43.15140151977539,25.712900161743164,Europe
Plovdiv International Airport,Plovdiv,Bulgaria,PDV,LBPD,42.067799,24.8508,Europe
Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.696693420410156,23.411436080932617,Europe
Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,LBSZ,42.3766667,25.655,Europe
Varna Airport,Varna,Bulgaria,VAR,LBWN,43.232101,27.8251,Europe
Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.875099182128906,33.624900817871094,Asia
Paphos International Airport,Paphos,Cyprus,PFO,LCPH,34.71799850463867,32.48569869995117,Asia
RAF Akrotiri,Akrotiri,Cyprus,AKT,LCRA,34.590401,32.9879,Europe
Dubrovnik Airport,Dubrovnik,Croatia,DBV,LDDU,42.5614013671875,18.268199920654297,Europe
Osijek-Čepin Airfield,Cepin,Croatia,\N,LDOC,45.5427778,18.6319444,Europe
Osijek Airport,Osijek,Croatia,OSI,LDOS,45.46269989013672,18.810199737548828,Europe
Pula Airport,Pula,Croatia,PUY,LDPL,44.89350128173828,13.922200202941895,Europe
Grobnicko Polje Airport,Grobnik,Croatia,\N,LDRG,45.37950134277344,14.503800392150879,Europe
Rijeka Airport,Rijeka,Croatia,RJK,LDRI,45.21689987182617,14.570300102233887,Europe
Split Airport,Split,Croatia,SPU,LDSP,43.53889846801758,16.29800033569336,Europe
Varaždin Airport,Varazdin,Croatia,\N,LDVA,46.294647216796875,16.382932662963867,Europe
Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.7429008484,16.0687999725,Europe
Zadar Airport,Zadar,Croatia,ZAD,LDZD,44.108299,15.3467,Europe
Udbina Air Base,Udbina,Croatia,\N,LDZU,44.55759811401367,15.774399757385254,Europe
Albacete-Los Llanos Airport,Albacete,Spain,ABC,LEAB,38.9485015869,-1.8635200262099998,Europe
Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219985961914,-0.5581560134887695,Europe
Almería International Airport,Almeria,Spain,LEI,LEAM,36.84389877319336,-2.3701000213623047,Europe
Asturias Airport,Aviles,Spain,OVD,LEAS,43.5635986328125,-6.0346198081970215,Europe
Córdoba Airport,Cordoba,Spain,ODB,LEBA,37.84199905395508,-4.848879814147949,Europe
Bilbao Airport,Bilbao,Spain,BIO,LEBB,43.30110168457031,-2.9106099605560303,Europe
Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,Europe
Badajoz Airport,Badajoz,Spain,BJZ,LEBZ,38.891300201416016,-6.8213300704956055,Europe
A Coruña Airport,La Coruna,Spain,LCG,LECO,43.302101,-8.37726,Europe
Armilla Air Base,Granada,Spain,\N,LEGA,37.1332016,-3.63568997,Europe
Girona Airport,Gerona,Spain,GRO,LEGE,41.901000977,2.7605500221,Europe
Federico Garcia Lorca Airport,Granada,Spain,GRX,LEGR,37.18870162963867,-3.777359962463379,Europe
Getafe Air Base,Madrid,Spain,\N,LEGT,40.29410171508789,-3.723829984664917,Europe
Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.872898101800004,1.3731199502899998,Europe
Jerez Airport,Jerez,Spain,XRY,LEJR,36.744598388671875,-6.060110092163086,Europe
San Javier Airport,Murcia,Spain,MJV,LELC,37.775001525878906,-0.8123890161514282,Europe
Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,Europe
Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005493164,-4.499110221862793,Europe
Menorca Airport,Menorca,Spain,MAH,LEMH,39.86259841918945,4.218649864196777,Europe
Moron Air Base,Sevilla,Spain,OZP,LEMO,37.17490005493164,-5.615940093994141,Europe
Ocaña Airport,Ocana,Spain,\N,LEOC,39.9375,-3.5033299922943115,Europe
Pamplona Airport,Pamplona,Spain,PNA,LEPP,42.77000045776367,-1.6463299989700317,Europe
Alcantarilla Air Base,Murcia,Spain,\N,LERI,37.951099,-1.23032,Europe
Reus Air Base,Reus,Spain,REU,LERS,41.14739990234375,1.1671700477600098,Europe
Rota Naval Station Airport,Rota,Spain,ROZ,LERT,36.645198822,-6.34946012497,Europe
Salamanca Airport,Salamanca,Spain,SLM,LESA,40.95209884643555,-5.501989841461182,Europe
Son Bonet Airport,Son Bonet,Spain,\N,LESB,39.598899841308594,2.70278000831604,Europe
San Luis Airport,San Luis,Spain,\N,LESL,39.86220169067383,4.25832986831665,Europe
San Sebastian Airport,San Sebastian,Spain,EAS,LESO,43.35649871826172,-1.7906099557876587,Europe
Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630126953125,-8.415140151977539,Europe
Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,LEU,LESU,42.3386,1.40917,Europe
Torrejón Airport,Madrid,Spain,TOJ,LETO,40.496700286865234,-3.4458699226379395,Europe
Valencia Airport,Valencia,Spain,VLC,LEVC,39.4893,-0.481625,Europe
Valladolid Airport,Valladolid,Spain,VLL,LEVD,41.7061004639,-4.85194015503,Europe
Vitoria/Foronda Airport,Vitoria,Spain,VIT,LEVT,42.8828010559082,-2.7244699001312256,Europe
Vigo Airport,Vigo,Spain,VGO,LEVX,42.2318000793457,-8.62677001953125,Europe
Santander Airport,Santander,Spain,SDR,LEXJ,43.427101135253906,-3.82000994682312,Europe
Zaragoza Air Base,Zaragoza,Spain,ZAZ,LEZG,41.66619873046875,-1.0415500402450562,Europe
Sevilla Airport,Sevilla,Spain,SVQ,LEZL,37.417999267578125,-5.8931097984313965,Europe
Calais-Dunkerque Airport,Calais,France,CQF,LFAC,50.962100982666016,1.954759955406189,Europe
Péronne-Saint-Quentin Airport,Peronne,France,\N,LFAG,49.8685,3.02958,Europe
Nangis-Les Loges Airport,Nangis,France,\N,LFAI,48.59619903564453,3.0067899227142334,Europe
Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,\N,LFAO,48.545799255371094,-0.38744398951530457,Europe
Albert-Bray Airport,Albert,France,BYF,LFAQ,49.9715003967,2.69765996933,Europe
Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,LFAT,50.517398834228516,1.6205899715423584,Europe
Valenciennes-Denain Airport,Valenciennes,France,XVS,LFAV,50.325801849365234,3.4612600803375244,Europe
Amiens-Glisy Airport,Amiens,France,\N,LFAY,49.873004,2.387074,Europe
Agen-La Garenne Airport,Agen,France,AGF,LFBA,44.17470169067383,0.5905560255050659,Europe
Cazaux (BA 120) Air Base,Cazaux,France,\N,LFBC,44.53329849243164,-1.125,Europe
Bordeaux-Mérignac Airport,Bordeaux,France,BOD,LFBD,44.828300476100004,-0.715556025505,Europe
Bergerac-Roumanière Airport,Bergerac,France,EGC,LFBE,44.82529830932617,0.5186110138893127,Europe
Toulouse-Francazal (BA 101) Air Base,Toulouse,France,\N,LFBF,43.54560089111328,1.3674999475479126,Europe
Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,LFBG,45.65829849243164,-0.3174999952316284,Europe
Poitiers-Biard Airport,Poitiers,France,PIS,LFBI,46.58769989013672,0.30666598677635193,Europe
Montluçon-Guéret Airport,Montlucon-gueret,France,MCU,LFBK,46.222599029541016,2.363960027694702,Europe
Limoges Airport,Limoges,France,LIG,LFBL,45.86280059814453,1.1794400215148926,Europe
Mont-de-Marsan (BA 118) Air Base,Mont-de-marsan,France,\N,LFBM,43.911701,-0.5075,Europe
Niort-Souché Airport,Niort,France,NIT,LFBN,46.313477,-0.394529,Europe
Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.629101,1.36382,Europe
Pau Pyrénées Airport,Pau,France,PUF,LFBP,43.380001068115234,-0.41861099004745483,Europe
Muret-Lherm Airport,La Rochelle,France,\N,LFBR,43.44889831542969,1.2633299827575684,Europe
Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,LFBT,43.1786994934082,-0.006438999902456999,Europe
Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,LFBU,45.72919845581055,0.22145600616931915,Europe
Brive Souillac Airport,Brive,France,BVE,LFSL,45.039722,1.485556,Europe
Périgueux-Bassillac Airport,Perigueux,France,PGX,LFBX,45.19810104370117,0.815555989742279,Europe
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,LFBZ,43.4683333,-1.5311111,Europe
Cahors-Lalbenque Airport,Cahors,France,ZAO,LFCC,44.35139846801758,1.4752800464630127,Europe
Saint-Girons-Antichan Airport,St.-girons,France,\N,LFCG,43.0078010559082,1.1031500101089478,Europe
Arcachon-La Teste-de-Buch Airport,Arcachon,France,\N,LFCH,44.596401,-1.11083,Europe
Albi-Le Séquestre Airport,Albi,France,LBI,LFCI,43.91389846801758,2.1130599975585938,Europe
Castres-Mazamet Airport,Castres,France,DCM,LFCK,43.55630111694336,2.289180040359497,Europe
Toulouse-Lasbordes Airport,Toulouse,France,\N,LFCL,43.58610153198242,1.499169945716858,Europe
Millau-Larzac Airfield,Millau,France,\N,LFCM,43.9893,3.183,Europe
Graulhet-Montdragon Airport,Graulhet,France,\N,LFCQ,43.77109909057617,2.0108299255371094,Europe
Rodez-Marcillac Airport,Rodez,France,RDZ,LFCR,44.407901763916016,2.4826700687408447,Europe
Ussel-Thalamy Airport,Ussel,France,\N,LFCU,45.534698486328125,2.4238901138305664,Europe
Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,\N,LFCW,44.39690017700195,0.7588890194892883,Europe
Royan-Médis Airport,Royan,France,RYN,LFCY,45.62810134887695,-0.9725000262260437,Europe
Mimizan Airport,Mimizan,France,\N,LFCZ,44.145928,-1.16432,Europe
Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,\N,LFDA,43.70940017700195,-0.245278000831604,Europe
Montauban Airport,Montauban,France,XMW,LFDB,44.025699615478516,1.3780399560928345,Europe
Auch-Lamothe Airport,Auch,France,\N,LFDH,43.687801,0.601667,Europe
Libourne-Artigues-de-Lussac Airport,Libourne,France,\N,LFDI,44.982498,-0.134722,Europe
Pamiers-Les Pujols Airport,Pamiers,France,\N,LFDJ,43.090599060058594,1.69582998752594,Europe
Marmande-Virazeil Airport,Marmande,France,\N,LFDM,44.4989013671875,0.20051400363445282,Europe
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,LFDN,45.88779830932617,-0.9830560088157654,Europe
Pontivy Airport,Pontivy,France,\N,LFED,48.05849838256836,-2.92182993888855,Europe
Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,\N,LFEH,47.480556,2.394167,Europe
Guiscriff Scaer Airport,Guiscriff-scaer,France,\N,LFES,48.0525016784668,-3.664720058441162,Europe
Ancenis Airport,Ancenis,France,\N,LFFI,47.40810012817383,-1.1775000095367432,Europe
Brienne-le-Château Airport,Brienne-le Chateau,France,\N,LFFN,48.4297981262207,4.48222017288208,Europe
Colmar-Houssen Airport,Colmar,France,CMR,LFGA,48.109901428222656,7.359010219573975,Europe
Beaune-Challanges Airport,Beaune,France,\N,LFGF,47.005901,4.89342,Europe
Dole-Tavaux Airport,Dole,France,DLE,LFGJ,47.042686,5.435063,Europe
Joigny Airport,Joigny,France,\N,LFGK,47.9921989440918,3.3922200202941895,Europe
Verdun-Le Rozelier Airfield,Verdun,France,\N,LFGW,49.122398,5.46905,Europe
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,44.544203,4.372192,Europe
Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,45.0806999206543,3.762890100479126,Europe
Saint-Flour-Coltines Airport,St.-flour,France,\N,LFHQ,45.07640075683594,2.99360990524292,Europe
Bourg-Ceyzériat Airport,Bourg,France,\N,LFHS,46.20090103149414,5.292029857635498,Europe
Villefranche-Tarare Airport,Vilefrance,France,\N,LFHV,45.919983,4.634931,Europe
Moulins-Montbeugny Airport,Moulins,France,\N,LFHY,46.53459930419922,3.423719882965088,Europe
Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,\N,LFIF,43.823299407958984,2.7452800273895264,Europe
Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,\N,LFIG,44.177799224853516,2.515000104904175,Europe
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,LFJL,48.9821014404,6.25131988525,Europe
Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.55270004272461,9.48373031616211,Europe
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,42.5244444,8.7930556,Europe
Figari Sud-Corse Airport,Figari,France,FSC,LFKF,41.5005989074707,9.097780227661133,Europe
Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,LFKJ,41.92359924316406,8.8029203414917,Europe
Propriano Airport,Propriano,France,PRP,LFKO,41.66059875488281,8.889749526977539,Europe
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.924400329589844,9.406000137329102,Europe
Corte Airport,Corte,France,\N,LFKT,42.29359817504883,9.193059921264648,Europe
Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.85020065307617,3.497109889984131,Europe
Chambéry-Savoie Airport,Chambery,France,CMF,LFLB,45.638099670410156,5.880229949951172,Europe
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,45.7867012024,3.1691699028,Europe
Bourges Airport,Bourges,France,BOU,LFLD,47.058101654052734,2.3702800273895264,Europe
Chambéry-Challes-les-Eaux Airport,Chambery,France,\N,LFLE,45.5611000061,5.975759983060001,Europe
Chalon-Champforgeuil Airport,Chalon,France,\N,LFLH,46.82609939575195,4.817629814147949,Europe
Annemasse Airport,Annemasse,France,QNJ,LFLI,46.1920013428,6.268390178680001,Europe
Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.725556,5.081111,Europe
Mâcon-Charnay Airport,Macon,France,\N,LFLM,46.295101,4.79577,Europe
Saint-Yan Airport,St.-yan,France,SYT,LFLN,46.412498474121094,4.0132598876953125,Europe
Roanne-Renaison Airport,Roanne,France,RNE,LFLO,46.05830001831055,4.001389980316162,Europe
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,45.9308333,6.1063889,Europe
Grenoble-Isère Airport,Grenoble,France,GNB,LFLS,45.36289978027344,5.329370021820068,Europe
Montluçon-Domérat Airport,Montlucon,France,\N,LFLT,46.352501,2.57049,Europe
Valence-Chabeuil Airport,Valence,France,VAF,LFLU,44.9216,4.9699,Europe
Vichy-Charmeil Airport,Vichy,France,VHY,LFLV,46.169700622558594,3.4037399291992188,Europe
Aurillac Airport,Aurillac,France,AUR,LFLW,44.89139938354492,2.4219400882720947,Europe
Châteauroux-Déols Marcel Dassault Airport,Chateauroux,France,CHR,LFLX,46.860278,1.721111,Europe
Lyon-Bron Airport,Lyon,France,LYN,LFLY,45.72719955444336,4.944270133972168,Europe
Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,\N,LFMA,43.5056,5.36778,Europe
Le Luc-Le Cannet Airport,Le Luc,France,\N,LFMC,43.384700775146484,6.387139797210693,Europe
Cannes-Mandelieu Airport,Cannes,France,CEQ,LFMD,43.542,6.95348,Europe
Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,LFMH,45.54059982299805,4.296390056610107,Europe
Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,France,\N,LFMI,43.522701,4.92384,Europe
Carcassonne Airport,Carcassonne,France,CCF,LFMK,43.215999603271484,2.3063199520111084,Europe
Marseille Provence Airport,Marseille,France,MRS,LFML,43.439271922,5.22142410278,Europe
Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,43.6584014893,7.215869903560001,Europe
Orange-Caritat (BA 115) Air Base,Orange,France,XOG,LFMO,44.140499114990234,4.866720199584961,Europe
Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF,LFMP,42.74039840698242,2.8706700801849365,Europe
Le Castellet Airport,Le Castellet,France,CTT,LFMQ,43.252498626708984,5.785190105438232,Europe
Alès-Deaux Airport,Ales,France,\N,LFMS,44.069698,4.14212,Europe
Montpellier-Méditerranée Airport,Montpellier,France,MPL,LFMT,43.57619857788086,3.96301007270813,Europe
Béziers-Vias Airport,Beziers,France,BZR,LFMU,43.32350158691406,3.3538999557495117,Europe
Avignon-Caumont Airport,Avignon,France,AVN,LFMV,43.90729904174805,4.901830196380615,Europe
Salon-de-Provence (BA 701) Air Base,Salon,France,\N,LFMY,43.60639953613281,5.109250068664551,Europe
Lézignan-Corbières Airfield,Lezignan-corbieres,France,\N,LFMZ,43.1758,2.73417,Europe
Mende-Brenoux Airfield,Mende,France,MEN,LFNB,44.502102,3.53282,Europe
Carpentras Airport,Carpentras,France,\N,LFNH,44.02980041503906,5.078060150146484,Europe
Avord (BA 702) Air Base,Avord,France,\N,LFOA,47.053299,2.6325,Europe
Paris Beauvais Tillé Airport,Beauvais,France,BVA,LFOB,49.45439910888672,2.1127800941467285,Europe
Châteaudun (BA 279) Air Base,Chateaudun,France,\N,LFOC,48.058102,1.37662,Europe
Saumur-Saint-Florent Airport,Saumur,France,\N,LFOD,47.256802,-0.115142,Europe
Évreux-Fauville (BA 105) Air Base,Evreux,France,EVX,LFOE,49.02870178222656,1.2198599576950073,Europe
Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,49.53390121459961,0.08805599808692932,Europe
